"",Orthogroup,"omegaCany2spe","OCNany2any","OCNspe2any","OCNany2spe","OCSany2any","OCSspe2any","OCSany2spe","dNCany2spe","dSCany2spe","arity","branch_id_1","branch_id_2","branch_id_3","branch_id_4"
"10263","568920915",23870.5739,6.729,5.0922,3.9278,0.0792,7e-04,1e-04,1.5075,1e-04,"2",42,67,NA,NA
"10264","568920915",3607.1778,14.7248,9.505,3.5346,1.0025,0.0131,5e-04,0.6587,2e-04,"2",42,84,NA,NA
"10265","568920915",39.6696,21.1058,10.2002,5.9838,1.2055,1.0814,0.0202,0.9798,0.0247,"2",42,112,NA,NA
"10266","568920915",39.0085,7.5659,6.7901,3.7329,0.0909,0.0239,0.0177,1,0.0256,"2",42,123,NA,NA
"10267","568920915",483.712,22.6058,15.4038,3.3297,1.5098,0.2321,0.0028,0.475,0.001,"2",42,145,NA,NA
"10268","568920915",6.4905,3.1491,2.0635,3.0083,0.2272,0.166,0.0355,1.4821,0.2283,"2",42,150,NA,NA
"10269","568920915",3.5731,9.8281,8.0045,3.8444,1.5905,1.1473,0.1027,0.7673,0.2147,"2",44,68,NA,NA
"10270","568920915",5.9789,10.232,4.7522,3.9201,0.091,0.0289,0.0321,0.857,0.1433,"2",44,118,NA,NA
"10271","568920915",3.6291,20.8646,15.1153,4.0771,0.151,0.0867,0.0908,0.5262,0.145,"2",44,153,NA,NA
"10272","568920915",231.7948,8.1401,5.3249,3.536,0.0364,0.0066,0.0054,1.166,0.005,"2",46,74,NA,NA
"10273","568920915",19.9046,15.9427,13.3669,3.9793,0.2972,0.1729,0.0273,0.5408,0.0272,"2",47,58,NA,NA
"10274","568920915",4.0767,14.9091,13.9891,7.0667,1.0249,0.5196,0.1609,1.1561,0.2836,"2",47,115,NA,NA
"10275","568920915",5.9399,12.592,8.0187,3.6801,3.7961,3.6611,0.0484,0.7768,0.1308,"2",47,129,NA,NA
"10276","568920915",8.1188,16.8098,11.8693,5.2246,0.055,0.0321,0.0429,0.8744,0.1077,"2",47,134,NA,NA
"10277","568920915",314394.6294,13.171,9.5267,3.985,0.0071,0,0,0.583,0,"2",54,149,NA,NA
"10278","568920915",10.0097,7.5245,5.0423,3.3278,0.1102,0.0397,0.0229,1.8747,0.1873,"2",55,68,NA,NA
"10279","568920915",4.0523,11.6652,6.5135,4.2985,3.5164,3.3309,0.0878,0.705,0.174,"2",56,60,NA,NA
"10280","568920915",8.9179,13.7864,13.2413,4.0743,1.6076,1.5741,0.0472,0.7524,0.0844,"2",56,69,NA,NA
"10281","568920915",47.5097,24.8994,17.2452,4.0002,1.6934,1.66,0.0235,0.4767,0.01,"2",56,84,NA,NA
"10282","568920915",12999.1988,17.3931,7.8116,4.517,0.0149,0.0086,3e-04,0.672,1e-04,"2",56,104,NA,NA
"10283","568920915",21.7689,14.1815,10.5515,3.1941,1.3667,1.1216,0.0269,0.595,0.0273,"2",56,115,NA,NA
"10284","568920915",5.328,29.1568,22.3544,7.1952,3.7238,2.6627,0.1019,0.8244,0.1547,"2",56,148,NA,NA
"10285","568920915",742.0875,21.8032,10.6014,6.603,0.3867,0.0216,0.003,0.9257,0.0012,"2",57,75,NA,NA
"10286","568920915",1631.5323,31.8262,16.1,5.8004,0.4025,0.3041,0.0015,0.6749,4e-04,"2",57,112,NA,NA
"10287","568920915",18523.0497,40.2242,27.5173,9.0158,1.0383,1.0124,3e-04,0.9564,1e-04,"2",57,153,NA,NA
"10288","568920915",76.5943,8.0896,6.0375,3.9182,0.2123,0.0213,0.0104,0.8595,0.0112,"2",57,168,NA,NA
"10289","568920915",2172.1102,17.6237,6.282,3.3104,0.0755,6e-04,6e-04,0.7115,3e-04,"2",58,63,NA,NA
"10290","568920915",802.716,16.8697,13.1718,4.2205,1.196,1.0021,0.0027,0.5892,7e-04,"2",58,70,NA,NA
"10291","568920915",523.2037,30.2601,15.324,4.8875,1.7096,1.0029,0.0033,0.6676,0.0013,"2",61,84,NA,NA
"10292","568920915",489.7961,25.1943,14.9412,3.2507,1.5842,0.4347,0.0027,0.4405,9e-04,"2",61,86,NA,NA
"10293","568920915",10.9616,7.343,4.7666,3.5127,0.9294,0.8759,0.025,0.7742,0.0706,"2",61,115,NA,NA
"10294","568920915",286.8723,12.9336,9.9349,4.9913,0.0152,0.0065,0.0051,1.3336,0.0046,"2",61,140,NA,NA
"10295","568920915",7097.0142,34.6189,25.7552,9.9979,1.0375,1.0261,7e-04,1.0664,2e-04,"2",61,153,NA,NA
"10296","568920915",257.1119,24.0398,16.1679,3.2604,1.9888,1.4545,0.005,0.3804,0.0015,"2",63,74,NA,NA
"10297","568920915",757.695,14.8779,8.7424,3.0059,0.9985,0.1118,0.0013,0.5795,8e-04,"2",63,118,NA,NA
"10298","568920915",582.6626,7.8462,6.2326,4.7812,0.1729,0.0428,0.0045,0.9766,0.0017,"2",63,134,NA,NA
"10299","568920915",18.1292,27.8353,22.8711,3.2273,1.1366,1.0226,0.0337,0.3665,0.0202,"2",63,153,NA,NA
"10300","568920915",2329.3585,15.4161,11.895,3.9912,0.0184,0.0035,0.0014,0.5795,2e-04,"2",63,171,NA,NA
"10301","568920915",3.2031,13.8087,11.8482,3.3753,0.879,0.3223,0.0895,0.5268,0.1645,"2",68,148,NA,NA
"10302","568920915",429.0141,7.3149,4.2729,3.9076,0.0103,0.0059,0.004,1.4314,0.0033,"2",69,140,NA,NA
"10303","568920915",348965.964,8.3384,2.9352,3.9981,1.8748,1.0053,0,1.6405,0,"2",70,96,NA,NA
"10304","568920915",3.7882,40.8846,23.2478,3.7398,1.7586,0.1758,0.0641,0.3618,0.0955,"2",70,112,NA,NA
"10305","568920915",3.8345,8.8849,5.7483,3.5698,1.5448,1.439,0.0825,0.776,0.2024,"2",70,116,NA,NA
"10306","568920915",626.1106,22.7486,17.8655,3.59,1.5745,1.0254,0.0028,0.4428,7e-04,"2",70,118,NA,NA
"10307","568920915",37.6052,15.0856,9.4145,3.9449,0.1391,0.1103,0.0189,0.604,0.0161,"2",70,135,NA,NA
"10308","568920915",87.3922,26.6434,11.7896,8.7609,2.2586,1.8046,0.0204,0.9373,0.0107,"2",70,148,NA,NA
"10309","568920915",248.1598,19.8763,11.3774,5.3472,0.2123,0.1611,0.0075,0.7995,0.0032,"2",70,149,NA,NA
"10310","568920915",36.475,50.1171,39.4653,6.9787,3.1902,1.9687,0.0367,0.6027,0.0165,"2",70,153,NA,NA
"10311","568920915",116.0276,14.2091,6.9773,3.0226,1.0557,0.9288,0.0073,0.5841,0.005,"2",74,82,NA,NA
"10312","568920915",25.336,12.0817,9.0066,4.0289,0.0454,0.0152,0.0149,1.0676,0.0421,"2",74,106,NA,NA
"10313","568920915",16.2679,26.0672,14.1915,4.0561,1.3063,0.9909,0.0223,0.5378,0.0331,"2",74,118,NA,NA
"10314","568920915",3.572,8.3897,6.1625,3.2152,0.16,0.1172,0.0705,0.8695,0.2434,"2",74,147,NA,NA
"10315","568920915",701.493,39.9901,28.7703,11.733,3.1785,1.397,0.0067,1.1446,0.0016,"2",74,148,NA,NA
"10316","568920915",14.3333,15.0255,8.3794,3.9632,0.0821,0.021,0.0253,0.7443,0.0519,"2",75,135,NA,NA
"10317","568920915",3.4401,19.5445,15.6719,4.241,0.1668,0.1272,0.0872,0.6402,0.1861,"2",78,104,NA,NA
"10318","568920915",255.339,24.0028,18.5597,3.258,2.1352,1.7631,0.0062,0.3522,0.0014,"2",78,112,NA,NA
"10319","568920915",4.8675,8.8624,7.7314,3.2014,0.1159,0.0758,0.0539,0.6637,0.1364,"2",78,119,NA,NA
"10320","568920915",28.3836,32.4664,30.1987,6.3199,2.1202,1.7147,0.0485,0.594,0.0209,"2",78,153,NA,NA
"10321","568920915",8.7114,14.6528,9.1303,6.0677,2.0816,2.0224,0.0551,1.0499,0.1205,"2",84,128,NA,NA
"10322","568920915",178.953,27.7291,17.9223,4.2735,1.0257,0.0213,0.0103,0.5027,0.0028,"2",84,148,NA,NA
"10323","568920915",5.3621,10.4524,5.7979,3.0753,1.0551,1.0473,0.0553,0.8405,0.1567,"2",84,172,NA,NA
"10324","568920915",1577.2703,17.4463,14.3922,3.0977,0.4387,0.0835,0.0013,0.3758,2e-04,"2",86,88,NA,NA
"10325","568920915",6.5348,16.7532,12.4402,3.7122,0.3384,0.0578,0.0484,0.4895,0.0749,"2",86,121,NA,NA
"10326","568920915",52.4352,17.3646,12.9491,4.8499,1.3941,1.1565,0.0215,0.6878,0.0131,"2",88,99,NA,NA
"10327","568920915",556.9272,12.6811,11.2186,3.394,0.1048,0.017,0.0041,0.4871,9e-04,"2",88,141,NA,NA
"10328","568920915",141.1569,22.5896,19.1061,7.2059,3.494,1.8718,0.0187,0.9327,0.0066,"2",95,153,NA,NA
"10329","568920915",8.5169,5.7456,4.9959,3.993,0.1083,0.0378,0.0366,1.866,0.2191,"2",97,135,NA,NA
"10330","568920915",8683.9431,12.5284,7.1628,5.9277,0.0043,4e-04,4e-04,1.5355,2e-04,"2",112,117,NA,NA
"10331","568920915",1817.6632,21.7204,9.9942,3.9779,1.929,0.1218,9e-04,0.5746,3e-04,"2",112,118,NA,NA
"10332","568920915",2851.827,15.2372,9.1342,3.627,0.9098,0.672,8e-04,0.553,2e-04,"2",112,128,NA,NA
"10333","568920915",83.3201,25.1925,15.1991,4.0519,2.7556,2.3269,0.0162,0.4802,0.0058,"2",112,171,NA,NA
"10334","568920915",1234.3376,14.1452,13.4293,3.9033,2.4208,2.389,0.0022,0.7246,6e-04,"2",114,153,NA,NA
"10335","568920915",11.8723,6.1131,5.7976,3.5946,0.1429,0.045,0.0338,1.3377,0.1127,"2",116,168,NA,NA
"10336","568920915",3.7666,10.8297,8.3466,4.6639,2.3288,1.1904,0.2011,1.2336,0.3275,"2",116,171,NA,NA
"10337","568920915",35071.5881,9.16,7.3216,3.9883,1.8337,1.823,1e-04,1.0443,0,"2",117,148,NA,NA
"10338","568920915",5.4345,23.1215,18.4246,4.6816,4.4244,2.377,0.0714,0.4887,0.0899,"2",121,153,NA,NA
"10339","568920915",3.0782,13.1102,11.4503,4.1592,1.1757,1.1406,0.137,0.7251,0.2356,"2",128,171,NA,NA
"10340","568920915",4.4981,10.2543,7.5586,3.0634,1.0809,0.0632,0.0597,0.6514,0.1448,"2",135,141,NA,NA
"10341","568920915",10.457,26.8225,23.2862,4.0656,2.0251,1.8286,0.0505,0.5042,0.0482,"2",135,145,NA,NA
"10342","568920915",33.3324,19.093,11.5011,3.908,1.0188,0.9923,0.019,0.7462,0.0224,"2",140,145,NA,NA
"10343","568920915",271.9326,18.2331,14.4018,5.012,0.1585,0.0245,0.0085,0.9453,0.0035,"2",140,153,NA,NA
"10344","568920915",523.6276,18.5449,14.8109,3.0903,1.4906,1.4449,0.0033,0.47,9e-04,"2",141,148,NA,NA
"10345","568920915",8.5272,11.1287,9.4615,3.9367,0.1227,0.0565,0.0469,0.8827,0.1035,"2",141,151,NA,NA
"10346","568920915",6.5338,13.1564,11.6561,4.2752,1.4772,0.9684,0.0606,0.8341,0.1277,"2",151,171,NA,NA
"10347","568920915",6971.5308,7.5482,5.5863,3.994,0.0071,0.0037,4e-04,1.2469,2e-04,"2",165,171,NA,NA
"10348","569669767",13.3772,5.1025,5.0002,3.9994,1.9813,1.9745,1.9749,27.6817,2.0693,"2",28,153,NA,NA
"10349","569669767",14567.1077,4.1101,3.9037,3.7783,0.0155,0.0014,7e-04,18.2969,0.0013,"2",30,112,NA,NA
"10350","572965792",366797.2397,4.999,4.9976,3.9991,4e-04,0,0,7.3956,0,"2",12,47,NA,NA
"10351","572965792",997740.6389,5.202,5.1891,4.1708,0.0147,2e-04,0,4.2336,0,"2",23,145,NA,NA
"10352","573353453",167750.7823,5.0111,4.9981,3.0016,0.0493,0.0338,0,5.3719,0,"2",5,21,NA,NA
"10353","573353453",14.1819,8.6312,7.3466,3.8156,3.012,2.6524,0.6833,3.4804,0.2454,"2",11,86,NA,NA
"10354","573353453",3.3365,4.0424,2.9677,3.0423,2.3954,2.2702,1.3994,5.1366,1.5395,"2",11,104,NA,NA
"10355","573353453",2852.1394,13.4491,10.5058,4.8064,2.1328,1.3185,0.0029,2.2562,8e-04,"2",12,26,NA,NA
"10356","573353453",4.7991,11.8962,8.4964,3.0169,1.4131,1.0603,1.1489,1.7413,0.3628,"2",12,47,NA,NA
"10357","573353453",3.1829,9.1007,6.9778,3.4036,2.3376,1.2778,1.2711,3.3003,1.0369,"2",12,54,NA,NA
"10358","573353453",547.8733,10.2778,9.4864,4.1535,2.0477,1.9004,0.0168,3.871,0.0071,"2",12,56,NA,NA
"10359","573353453",4.0335,8.1477,7.0092,3.4157,2.0301,1.0803,1.1327,3.6794,0.9122,"2",12,63,NA,NA
"10360","573353453",4.6678,6.5453,5.5666,3.1136,4.3613,3.6297,1.3746,3.2728,0.7011,"2",18,87,NA,NA
"10361","573353453",3.401,5.4944,4.9421,3.5114,2.1394,1.9714,1.9738,6.9912,2.0556,"2",19,54,NA,NA
"10362","573353453",5.3577,10.2832,8.9204,3.9968,4.345,4.3134,1.6195,3.4362,0.6414,"2",21,153,NA,NA
"10363","573353453",5.1013,21.6934,17.5036,4.6253,4.8739,3.7909,1.9437,1.8898,0.3705,"2",26,36,NA,NA
"10364","573353453",5.1939,8.0516,6.7411,4.045,4.5538,4.3293,1.9864,3.6086,0.6948,"2",26,40,NA,NA
"10365","573353453",10.118,7.4456,6.899,3.0063,1.5397,0.7496,0.5909,2.9387,0.2904,"2",26,43,NA,NA
"10366","573353453",6.3198,15.8468,10.5834,5.0267,3.5469,3.3318,1.3423,3.2131,0.5084,"2",26,99,NA,NA
"10367","573353453",8.0515,4.6466,3.9982,3.6692,2.7473,2.4776,0.9487,5.9754,0.7421,"2",26,168,NA,NA
"10368","573353453",3.1491,7.8043,7.4581,5.0413,4.5904,4.1913,2.8651,10.458,3.3209,"2",30,50,NA,NA
"10369","573353453",5.7514,12.0941,10.5563,5.8894,5.6063,5.2299,2.9566,7.0142,1.2196,"2",30,112,NA,NA
"10370","573353453",32.5938,4.0109,3.4442,3.9015,2.8588,1.6709,0.3441,12.9801,0.3982,"2",30,129,NA,NA
"10371","573353453",5392.1979,6.9278,6.7315,3.0057,1.0036,0.9659,0.001,3.2277,6e-04,"2",34,99,NA,NA
"10372","573353453",5.5789,5.7361,4.4538,3.2656,4.0195,3.9845,0.9871,5.4161,0.9708,"2",34,135,NA,NA
"10373","573353453",4.2184,19.1431,12.0842,5.0867,5.9872,3.9514,2.2302,2.5147,0.5961,"2",36,47,NA,NA
"10374","573353453",7.4742,10.5571,7.2726,3.1282,7.762,5.5006,1.5006,2.8428,0.3803,"2",36,112,NA,NA
"10375","573353453",10.0886,3.4471,3.4361,3.4098,4.2949,4.1746,1.1015,6.7196,0.6661,"2",40,63,NA,NA
"10376","573353453",2488.7607,6.3419,4.189,3.0072,1.0811,0.9497,0.0022,3.075,0.0012,"2",42,47,NA,NA
"10377","573353453",88.9196,6.2753,3.3741,3.4042,1.7761,0.1627,0.1081,5.2265,0.0588,"2",44,153,NA,NA
"10378","573353453",11.5291,9.0077,8.6407,4.8214,5.7568,5.5154,1.2163,3.7014,0.3211,"2",47,56,NA,NA
"10379","573353453",11.2433,12.0698,11.4277,3.2839,4.0222,3.5371,0.6027,1.7833,0.1586,"2",47,86,NA,NA
"10380","573353453",7.2747,9.9245,8.6131,6.0669,4.9068,4.1174,1.9932,9.5932,1.3187,"2",54,112,NA,NA
"10381","573353453",4.4725,12.9452,11.431,5.7151,6.3999,6.309,2.4092,5.8604,1.3103,"2",54,145,NA,NA
"10382","573353453",6.9295,7.1674,5.5388,3.0446,3.28,3.1724,1.1352,4.8306,0.6971,"2",56,57,NA,NA
"10383","573353453",4.6654,11.8535,9.1907,4.9789,7.5852,6.3411,2.3957,5.5446,1.1884,"2",56,145,NA,NA
"10384","573353453",4.6547,5.331,5.3086,3.7259,3.0984,2.1185,1.1916,15.4918,3.3282,"2",56,172,NA,NA
"10385","573353453",5.7971,3.7835,3.3807,3.3799,3.0102,2.8404,0.8696,5.5118,0.9508,"2",57,58,NA,NA
"10386","573353453",3.9414,11.038,8.7002,3.414,1.9952,0.9976,0.9955,3.2105,0.8146,"2",61,75,NA,NA
"10387","573353453",2406.4905,5.0081,2.6594,3.0021,1.0083,0.0075,0.0025,9.4266,0.0039,"2",61,165,NA,NA
"10388","573353453",6.7622,6.1368,5.4039,3.8874,1.1704,0.9989,1.0001,8.7306,1.2911,"2",63,64,NA,NA
"10389","573353453",6.4943,6.0156,3.9578,3.2295,2.1125,1.7155,1.0045,4.5703,0.7037,"2",63,70,NA,NA
"10390","573353453",262882.0933,6.9436,6.7221,4.9991,2.0168,1.9852,1e-04,5.8976,0,"2",63,153,NA,NA
"10391","573353453",3.3757,4.2283,4.2085,3.2242,1.8754,1.5463,1.5538,4.8647,1.4411,"2",64,70,NA,NA
"10392","573353453",24.8587,5.1133,4.0315,3.0146,3.4129,2.9751,0.3442,3.7042,0.149,"2",74,171,NA,NA
"10393","573353453",6.7835,4.9513,4.3142,3.3391,1.565,1.4462,1.0302,2.6214,0.3864,"2",75,87,NA,NA
"10394","573353453",4.9445,4.3486,2.6228,3.6311,1.6602,0.6254,0.9931,10.3427,2.0917,"2",77,153,NA,NA
"10395","573353453",10.8023,8.3762,8.0063,3.9981,2.0316,1.9873,0.9579,3.6791,0.3406,"2",88,153,NA,NA
"10396","573353453",8.5487,6.005,5.0044,3.9989,1.3742,1.272,0.9982,4.0684,0.4759,"2",99,153,NA,NA
"10397","573353453",5.3876,4.8146,3.6856,4.5701,3.4098,3.3169,1.4865,9.8195,1.8226,"2",116,145,NA,NA
"10398","573353453",294.6027,4.2384,3.2321,3.1574,3.1953,2.913,0.0285,5.952,0.0202,"2",134,145,NA,NA
"10399","573353453",11.4892,7.5234,6.2897,4.1982,5.3117,5.0557,0.9867,3.2166,0.28,"2",145,148,NA,NA
"10400","573353453",3.6265,5.7304,5.2468,4.0264,3.2251,2.8877,1.9665,7.4241,2.0472,"2",145,151,NA,NA
"10401","573353453",3.5442,7.1096,6.1066,4.1097,2.6924,2.0882,1.9938,6.2352,1.7593,"2",153,171,NA,NA
"10402","573506733",3.6873,5.2839,3.1878,3.1114,0.0979,0.0973,0.0973,3.102,0.8413,"2",5,26,NA,NA
"10403","573506733",333330.0973,8.3015,5.6408,3.7762,1.0204,0.9692,0,3.1368,0,"2",8,23,NA,NA
"10404","573506733",66.7937,9.8551,9.8157,3.9708,5.0337,4.9925,0.041,2.038,0.0305,"2",10,21,NA,NA
"10405","573506733",3.8752,14.6526,11.6521,5.9486,1.2958,1.1639,0.1672,3.47,0.8954,"2",10,75,NA,NA
"10406","573506733",2850.7502,8.6538,7.6061,4.1378,1.0599,1.0055,0.0017,2.801,0.001,"2",10,121,NA,NA
"10407","573506733",9538.4168,5.0803,5.0601,4.0086,0.0139,2e-04,6e-04,4.5509,5e-04,"2",11,64,NA,NA
"10408","573506733",221.0774,8.3533,6.7006,3.3296,0.0826,0.0577,0.0143,2.0895,0.0095,"2",11,87,NA,NA
"10409","573506733",159.4325,10.8519,9.5991,4.016,0.0383,0.0155,0.0169,2.2764,0.0143,"2",16,28,NA,NA
"10410","573506733",8818.2917,14.3987,9.7963,3.0058,0.9652,0.9351,4e-04,1.4287,2e-04,"2",19,26,NA,NA
"10411","573506733",5699.5998,6.1618,5.7475,3.0551,0.014,1e-04,8e-04,3.2676,6e-04,"2",19,50,NA,NA
"10412","573506733",11.0437,8.8431,8.4794,3.8078,0.135,0.0531,0.0695,2.5998,0.2354,"2",19,87,NA,NA
"10413","573506733",63157.4193,17.9609,14.7516,3.294,2.0243,1.9995,1e-04,1.2772,0,"2",21,26,NA,NA
"10414","573506733",33944.1264,4.9988,4.9906,3.9496,0.0063,0.005,2e-04,3.4875,1e-04,"2",21,99,NA,NA
"10415","573506733",18.9381,15.65,13.3889,3.0109,0.4021,0.0468,0.0562,1.3931,0.0736,"2",26,57,NA,NA
"10416","573506733",3943.3038,8.1492,6.9199,3.151,0.0907,0.0887,0.001,3.2985,8e-04,"2",26,165,NA,NA
"10417","573506733",37.5859,25.2872,24.2191,4.7471,0.9349,0.8221,0.0603,1.6742,0.0445,"2",28,47,NA,NA
"10418","573506733",69188.1362,11.0736,8.0886,3.0352,0.0158,0.0015,0,1.5736,0,"2",30,75,NA,NA
"10419","573506733",538.9264,17.1104,12.7401,3.3887,1.0269,0.0047,0.0045,1.5582,0.0029,"2",36,57,NA,NA
"10420","573506733",17711.0454,8.7562,7.6757,3.9836,0.0596,0.0129,3e-04,3.7242,2e-04,"2",39,56,NA,NA
"10421","573506733",22252.7605,7.8014,7.7931,3.9945,7e-04,7e-04,2e-04,4.104,2e-04,"2",40,78,NA,NA
"10422","573506733",3771.372,12.2442,11.7428,4.9857,0.0649,0.021,0.0014,3.0063,8e-04,"2",44,145,NA,NA
"10423","573506733",25.2462,12.705,10.069,3.8821,1.1422,1.0457,0.0558,1.724,0.0683,"2",47,57,NA,NA
"10424","573506733",1830.2991,16.0005,12.9902,3.9948,0.0424,0.0016,0.0023,1.8144,0.001,"2",47,75,NA,NA
"10425","573506733",13135.4133,9.6996,6.011,3.0031,6e-04,4e-04,2e-04,2.946,2e-04,"2",56,66,NA,NA
"10426","573506733",205818.1642,10.9956,10.9939,3.9942,0.0077,0.0029,0,1.7417,0,"2",56,153,NA,NA
"10427","573506733",165.5405,10.2495,10.1063,4.108,1.3777,0.9356,0.0181,2.4366,0.0147,"2",57,70,NA,NA
"10428","573506733",323.5962,9.963,8.1544,3.9964,0.0082,0.0047,0.0075,2.701,0.0083,"2",57,75,NA,NA
"10429","573506733",4.8155,6.0833,4.9446,4.2387,0.1777,0.0991,0.1043,3.6521,0.7584,"2",70,86,NA,NA
"10430","573506733",750.6187,11.6904,8.688,3.8283,1.8077,0.8771,0.0046,1.5011,0.002,"2",70,145,NA,NA
"10431","573506733",54.1787,8.8644,8.0916,3.0092,0.3011,0.0531,0.0366,1.8451,0.0341,"2",74,88,NA,NA
"10432","573506733",4014.5814,11.5475,10.3869,3.924,0.4068,0.377,0.0013,3.503,9e-04,"2",74,99,NA,NA
"10433","573506733",78.2634,12.5676,11.182,3.0056,0.285,0.1579,0.029,1.2348,0.0158,"2",74,153,NA,NA
"10434","573506733",42.535,6.1579,5.1527,3.7033,0.0888,0.0635,0.0356,2.727,0.0641,"2",78,121,NA,NA
"10435","573506733",26.4872,4.8734,3.0093,3.1084,0.5138,0.2683,0.0485,2.1257,0.0803,"2",84,87,NA,NA
"10436","573506733",40500668.1034,10.0414,7.8681,3.8639,0.9977,0.9957,0,2.0648,0,"2",84,153,NA,NA
"10437","573506733",11.8906,12.063,11.8985,3.0025,0.2789,0.2225,0.0644,1.728,0.1453,"2",135,145,NA,NA
"10438","573506733",18.1287,5.0092,5.0092,3.0025,0.0361,0.035,0.0343,4.8842,0.2694,"2",137,153,NA,NA
"10439","573506733",333895.8516,8.0621,8.0068,3.0016,4e-04,1e-04,0,2.1163,0,"2",153,171,NA,NA
"10440","577035624",1759818.522,6.1394,5.8676,3.9575,0.0558,2e-04,0,5.8245,0,"2",8,10,NA,NA
"10441","577035624",234363.3633,10.8023,5.7051,4.0717,1.0751,0.9969,0,5.4392,0,"2",8,30,NA,NA
"10442","577035624",8038.7744,11.7731,9.4046,3.2108,1.0034,0.9853,6e-04,4.2861,5e-04,"2",8,36,NA,NA
"10443","577035624",5.0056,8.8437,7.1069,4.8471,0.8303,0.4076,0.8076,24.1755,4.8297,"2",8,44,NA,NA
"10444","577035624",1308.9924,8.2252,7.6941,3.7821,1.1295,0.9985,0.0048,2.472,0.0019,"2",10,36,NA,NA
"10445","577035624",4.8578,6.0527,6.0197,3.9593,1.1489,0.7825,0.1964,4.1288,0.8499,"2",10,78,NA,NA
"10446","577035624",163.1604,14.873,13.3968,6.1944,1.1692,1.0249,0.0419,4.0182,0.0246,"2",19,30,NA,NA
"10447","577035624",1671.3112,9.2414,6.7507,4.7498,1.0702,0.653,0.005,4.3532,0.0026,"2",19,145,NA,NA
"10448","577035624",51746.0334,6.0201,6.0107,3.0157,0.0166,1e-04,1e-04,4.578,1e-04,"2",21,95,NA,NA
"10449","577035624",55764.3477,11.3412,10.7528,4.338,0.0042,0,1e-04,3.0839,1e-04,"2",21,148,NA,NA
"10450","577035624",16.0144,4.2861,3.7701,3.2123,0.0764,0.0676,0.0462,8.2303,0.5139,"2",27,30,NA,NA
"10451","577035624",25533.7218,8.0603,5.8661,3.9295,0.0112,2e-04,2e-04,4.8345,2e-04,"2",30,63,NA,NA
"10452","577035624",60.0612,6.503,4.6606,3.5106,1.2364,1.1384,0.0662,3.2027,0.0533,"2",36,87,NA,NA
"10453","577035624",5.6355,4.018,4.0122,3.0022,0.1378,0.1347,0.1353,7.3281,1.3003,"2",42,88,NA,NA
"10454","577035624",2137.4021,5.5422,5.2982,4.528,1.9911,0.9928,0.0033,6.4611,0.003,"2",50,145,NA,NA
"10455","577035624",26859.3725,10.9862,10.9802,5.9897,3.3696,3.124,4e-04,8.1119,3e-04,"2",54,153,NA,NA
"10456","577035624",9487.1809,6.6468,6.6103,3.7467,0.0143,7e-04,7e-04,9.9556,0.001,"2",56,151,NA,NA
"10457","577035624",221.9715,9.9177,7.5795,3.9921,0.0754,0.0444,0.0236,4.7831,0.0215,"2",75,99,NA,NA
"10458","577035624",1888.5139,5.6828,4.4166,3.5132,1.009,0.9975,0.003,5.5662,0.0029,"2",84,112,NA,NA
"10459","577035624",6004.5497,8.0209,8.004,3.9979,0.0035,0.0013,0.0013,5.232,9e-04,"2",88,153,NA,NA
"10460","577035624",33.7008,5.5275,4.5418,3.0822,2.7565,2.7423,0.0455,5.6466,0.1676,"2",99,121,NA,NA
"10461","577035624",695.3248,14.8904,7.2672,4.1154,2.0666,0.9929,0.0106,3.1569,0.0045,"2",112,145,NA,NA
"10462","577035624",742260.3454,6.9533,5.9138,3.9227,2.0166,1.9897,0,4.8737,0,"2",112,153,NA,NA
"10463","577035624",16196.4034,13.2584,9.4813,6.9581,0.1194,1e-04,7e-04,7.1796,4e-04,"2",145,149,NA,NA
"10464","580241340",141.9631,5.1002,2.8439,3.9751,0.1144,0.0728,0.0358,5.4275,0.0382,"2",8,118,NA,NA
"10465","580241340",5.5602,13.7601,12.354,7.0235,3.1995,3.091,1.0967,4.2526,0.7648,"2",8,153,NA,NA
"10466","580241340",149.8375,14.6963,11.0051,3.9457,0.3525,0.0796,0.0446,3.1618,0.0211,"2",8,171,NA,NA
"10467","580241340",4.4512,15.3065,13.961,5.991,4.7617,4.6118,1.2649,1.8737,0.4209,"2",10,21,NA,NA
"10468","580241340",6.9833,24.4425,23.4895,5.3036,6.5753,6.3223,0.9166,1.4077,0.2016,"2",10,36,NA,NA
"10469","580241340",63.4278,22.6049,19.187,4.4652,6.0473,5.5749,0.1039,1.3715,0.0216,"2",10,47,NA,NA
"10470","580241340",3.5064,10.3547,6.2551,5.1243,2.3089,2.0045,1.0073,2.5552,0.7287,"2",10,57,NA,NA
"10471","580241340",79.1854,9.038,8.025,3.0069,2.8482,1.2344,0.0635,1.7423,0.022,"2",10,63,NA,NA
"10472","580241340",3.2278,14.9554,11.717,4.6089,2.2238,2.0971,1.1423,1.8003,0.5578,"2",10,70,NA,NA
"10473","580241340",4.1572,10.9925,9.9984,4.4753,7.1095,6.0193,1.1592,1.9611,0.4717,"2",11,78,NA,NA
"10474","580241340",4.688,12.1193,9.8026,6.2924,1.2343,1.1312,1.1304,4.0275,0.8591,"2",11,112,NA,NA
"10475","580241340",3.4658,10.2302,8.0486,5.1535,6.2174,3.3975,1.1403,3.3488,0.9662,"2",12,30,NA,NA
